,label,image,description
6186,buildings,seg_train/seg_train/buildings/16456.jpg,
6187,buildings,seg_train/seg_train/buildings/5190.jpg, (A) The image shows a scene of a street with tall buildings on both sides. The main object in the image is a building.
6188,buildings,seg_train/seg_train/buildings/13843.jpg,
6189,buildings,seg_train/seg_train/buildings/1964.jpg,
6190,buildings,seg_train/seg_train/buildings/19151.jpg,
6191,buildings,seg_train/seg_train/buildings/11316.jpg, The image shows a view of a city from a window. There are several buildings in the background. The main object in the image is a window. (A)
6192,buildings,seg_train/seg_train/buildings/13258.jpg,
6193,buildings,seg_train/seg_train/buildings/3395.jpg," The image shows a modern city square with a large lawn and a few trees. There are several buildings around the square, including a tall skyscraper. The main object in the image is a large lawn in the center of the square. The lawn is surrounded by a low hedge and there are a few trees planted in it. There is a path that runs around the edge of the lawn and there are a few benches where people can sit. The buildings around the square are mostly made of glass and steel and they are all very modern. The square is located in a busy part of the city and there are a lot of people walking around. (A)"
6194,buildings,seg_train/seg_train/buildings/4544.jpg,
6195,buildings,seg_train/seg_train/buildings/137.jpg,
6196,buildings,seg_train/seg_train/buildings/8822.jpg,
6197,buildings,seg_train/seg_train/buildings/9977.jpg,
6198,buildings,seg_train/seg_train/buildings/6231.jpg,
6199,buildings,seg_train/seg_train/buildings/440.jpg, The image shows an exterior view of a building with a fire escape. The fire escape is made of metal and has a black railing. The building is made of brick and has a brown exterior. There is a blue sky in the background. The main object in the image is a building. Answer: (A)
6200,buildings,seg_train/seg_train/buildings/7478.jpg," This is an image of a street with a row of buildings on the left side of the street. The buildings are mostly made of brick and have a lot of windows. There are also a few trees on the street. On the right side of the street, there is a tall skyscraper made of glass and steel. The sky is blue and there are a few clouds in the sky. The main object in the image is (A) buildings."
6201,buildings,seg_train/seg_train/buildings/3216.jpg," The image shows a tall building with a lot of windows. There is a sign on the building that says ""ONIX"". The sky is blue and there are some clouds in the sky. The main object in the image is a building.
(A)"
6202,buildings,seg_train/seg_train/buildings/5424.jpg," The image shows a row of old, half-timbered houses with a street in front of them. The main object in the image is (F) street."
6203,buildings,seg_train/seg_train/buildings/15026.jpg, The image shows a narrow street with tall buildings on both sides. The buildings are made of stone and have wooden shutters on the windows. There is a street lamp on one of the buildings. The street is empty except for a few parked cars. (A)
6204,buildings,seg_train/seg_train/buildings/3831.jpg, The image shows part of a street with several buildings. (A)
6205,buildings,seg_train/seg_train/buildings/9526.jpg, The image shows a cityscape. There are many tall buildings in the image. The main object in the image is '(A) buildings'.
6206,buildings,seg_train/seg_train/buildings/1333.jpg, The image shows a scene of a (F) street with (A) buildings on both sides.
6207,buildings,seg_train/seg_train/buildings/15320.jpg, The image shows a scene of a street with (F) buildings on both sides. There is a man walking with a baby stroller in the middle of the street. There are cars parked on both sides of the street. The street is made of asphalt and has a white line down the middle. The buildings are mostly made of brick and have a variety of different colors.
6208,buildings,seg_train/seg_train/buildings/1395.jpg, The image shows a night view of a city street in Japan. There are many neon signs and lights on the buildings. The main object in the image is a building. (A)
6209,buildings,seg_train/seg_train/buildings/9656.jpg, The image shows a modern glass and steel building next to a historic stone church. (A)
6210,buildings,seg_train/seg_train/buildings/12973.jpg,
6211,buildings,seg_train/seg_train/buildings/6429.jpg," The image shows a modern glass skyscraper next to an old brick building. The skyscraper is curved and has a unique design. The old building is made of red bricks and has a more traditional look. The two buildings are located in a city, and there are other buildings in the background. The main object in the image is a building.
(A)"
6212,buildings,seg_train/seg_train/buildings/2586.jpg,
6213,buildings,seg_train/seg_train/buildings/11827.jpg," (A) The main object in the image is a canal. The canal is surrounded by buildings and a street. The buildings are mostly made of brick and have a variety of shapes and sizes. The street is made of cobblestone and is lined with trees. The canal is wide and still, and there are a few boats moored along the banks. The sky is cloudy and there is a light mist in the air. The overall atmosphere of the image is peaceful and serene."
6214,buildings,seg_train/seg_train/buildings/16564.jpg," The image shows a row of buildings along a river. The buildings are made of stone and have a variety of architectural styles. The river is wide and calm, and reflects the buildings on its surface. The sky is cloudy and there are a few trees on the riverbank. The main object in the image is (A) buildings."
6215,buildings,seg_train/seg_train/buildings/967.jpg, The image shows an urban street scene with a large (A) building in the foreground and a smaller one in the background. There are cars parked on the street and a few trees on the sidewalk. The sky is hazy.
6216,buildings,seg_train/seg_train/buildings/7541.jpg, The image shows a white house. There is a small tree in front of the house. The house has a grey roof. There is a road next to the house. There are some trees and bushes on the other side of the road. The main object in the image is a (A) building.
6217,buildings,seg_train/seg_train/buildings/343.jpg, (A) This is an image of the back of a building. There are two Coca-Cola delivery trucks parked in front of the building.
6218,buildings,seg_train/seg_train/buildings/14261.jpg, (A) This is a scene of a street with a large billboard on the side of a building. The main object in the image is a building.
6219,buildings,seg_train/seg_train/buildings/7035.jpg,
6220,buildings,seg_train/seg_train/buildings/18115.jpg," The image shows a building. The main object in the image is a building.
(A)"
6221,buildings,seg_train/seg_train/buildings/1786.jpg," The image shows a building.
(A)"
6222,buildings,seg_train/seg_train/buildings/7547.jpg," (A)
The main object in the image is a building. It is a large, imposing structure with a long driveway leading up to it. The building is made of stone and has a slate roof. There are many windows and a large door. The building is surrounded by trees and gardens."
6223,buildings,seg_train/seg_train/buildings/19016.jpg," The image is in black and white. There are several skyscrapers in the image. The main objects in the image are buildings.
(A)"
6224,buildings,seg_train/seg_train/buildings/10570.jpg,
6225,buildings,seg_train/seg_train/buildings/7860.jpg," The image shows a building.
(A)"
6226,buildings,seg_train/seg_train/buildings/1867.jpg, The image shows a yellow two-story wooden house with a dark roof. There are five visible windows on the front of the house. The house is located in a small town. The street in front of the house is wet from the rain. The sky is cloudy and there is a storm coming. (A)
6227,buildings,seg_train/seg_train/buildings/9037.jpg, The image shows a busy street with a lot of people walking around. There are also a number of cars and buses on the street. The buildings are tall and made of brick. The main object in the image is (F) street.
6228,buildings,seg_train/seg_train/buildings/12632.jpg," The image shows a row of three-story townhomes. The townhouses are made of brick with white trim, and each has a front yard with a lawn, bushes, and a small tree. There is a street in front of the townhouses with cars parked on it. The main object in the image is (A) buildings."
6229,buildings,seg_train/seg_train/buildings/13702.jpg," The image shows a cityscape. There are many buildings, streets, and people in the image. The main object in the image is '(A) buildings'."
6230,buildings,seg_train/seg_train/buildings/13213.jpg, The image shows a scene on a street with two buildings on the right side of the image. The buildings are made of brick and have large windows. There are some trees and a street light on the left side of the image. The street is paved and there is a blue sky with some clouds overhead. (A)
6231,buildings,seg_train/seg_train/buildings/7324.jpg, The image shows the exterior of a mid-rise residential building with ornate brickwork and two windows. (A)
6232,buildings,seg_train/seg_train/buildings/10828.jpg," The image shows a scene of a hutong in Beijing, China. The main object in the image is a hutong, which is a type of narrow alleyway that is lined with traditional Chinese courtyard houses. The hutongs are a unique feature of Beijing and are a popular tourist destination. (F)"
6233,buildings,seg_train/seg_train/buildings/12065.jpg, The image shows a large white building with a clock tower in the center of a city. There are several cars parked in front of the building and a few people walking around. The main object in the image is a (A) building.
6234,buildings,seg_train/seg_train/buildings/6290.jpg," The image shows a residential building with many windows. The exterior of the building is painted white, and the window shutters are painted in various colors. There are some green trees in front of the building. (A)"
6235,buildings,seg_train/seg_train/buildings/12295.jpg, The image shows a tall building made of red bricks with many windows. (A)
6236,buildings,seg_train/seg_train/buildings/13815.jpg," The image shows several skyscrapers. The main objects in the image are buildings.
(A)"
6237,buildings,seg_train/seg_train/buildings/12668.jpg,
6238,buildings,seg_train/seg_train/buildings/17581.jpg," The image shows a night view of a street. There are several cars parked on the street. The buildings on both sides of the street are mostly three or four stories tall, with commercial venues on the first floor and residential quarters above. The main objects in the image are buildings, so the answer is '(A)'."
6239,buildings,seg_train/seg_train/buildings/17211.jpg, The image shows the facade of a tall building made of brown bricks. There are many windows on the facade. The building has a stepped roof. (A)
6240,buildings,seg_train/seg_train/buildings/7308.jpg, The image shows a building with a curved red-brick facade. The building has a large glass window and a door. There are some trees and a bicycle rack in front of the building. The main object in the image is a building. Answer: (A)
6241,buildings,seg_train/seg_train/buildings/7919.jpg, The image shows a yellow and gray concrete building with many windows. (A)
6242,buildings,seg_train/seg_train/buildings/8100.jpg, The image shows a wide street with a statue in the foreground and a large building with a clock tower in the background. There are people walking on the street and a few trees on either side. The main object in the image is a building. Answer: (A)
6243,buildings,seg_train/seg_train/buildings/9699.jpg," The image shows a narrow street with cobblestone pavement and buildings on both sides. The buildings are mostly three or four stories high, with brick or stone facades. There are a few trees in the street, and the sky is blue with some puffy white clouds. The main object in the image is (F) street."
6244,buildings,seg_train/seg_train/buildings/3856.jpg, The image shows two buildings that are under construction. There is a street between the two buildings. The main object in the image is '(A) buildings'.
6245,buildings,seg_train/seg_train/buildings/3095.jpg," The image shows a building with the words ""Chicago Tribune"" on it. There is another building behind it that is reflecting the image of the building in the foreground. (A)"
6246,buildings,seg_train/seg_train/buildings/10383.jpg, The image shows a close-up of a modern glass and steel skyscraper with a blueish tint. (A)
6247,buildings,seg_train/seg_train/buildings/4500.jpg,
6248,buildings,seg_train/seg_train/buildings/6891.jpg,
6249,buildings,seg_train/seg_train/buildings/16911.jpg,
6250,buildings,seg_train/seg_train/buildings/18846.jpg, The image shows the exterior of a Tudor-style house. The house is made of brick with a tile roof. It has two stories and a half-timbered upper story. There is a door on the left side of the house and two windows on the right side. There is a tree in front of the house. The main object in the image is a (A) building.
6251,buildings,seg_train/seg_train/buildings/146.jpg,
6252,buildings,seg_train/seg_train/buildings/13526.jpg,
6253,buildings,seg_train/seg_train/buildings/3560.jpg, The image shows a city street with tall buildings on both sides of the street. There are cars and people on the street. The main object in the image is (A) buildings.
6254,buildings,seg_train/seg_train/buildings/4082.jpg,
6255,buildings,seg_train/seg_train/buildings/19848.jpg, This is an image of a barn. The main object in the image is a building. So the answer is (A) buildings.
6256,buildings,seg_train/seg_train/buildings/18668.jpg,
6257,buildings,seg_train/seg_train/buildings/18037.jpg,
6258,buildings,seg_train/seg_train/buildings/7994.jpg,
6259,buildings,seg_train/seg_train/buildings/7321.jpg,
6260,buildings,seg_train/seg_train/buildings/1482.jpg, The image shows part of a cityscape with several tall buildings. (A)
6261,buildings,seg_train/seg_train/buildings/10196.jpg,
6262,buildings,seg_train/seg_train/buildings/18272.jpg,
6263,buildings,seg_train/seg_train/buildings/10511.jpg,
6264,buildings,seg_train/seg_train/buildings/9432.jpg,
6265,buildings,seg_train/seg_train/buildings/17033.jpg,
6266,buildings,seg_train/seg_train/buildings/16734.jpg,
6267,buildings,seg_train/seg_train/buildings/11307.jpg,
6268,buildings,seg_train/seg_train/buildings/16902.jpg,
6269,buildings,seg_train/seg_train/buildings/13216.jpg,
6270,buildings,seg_train/seg_train/buildings/495.jpg,
6271,buildings,seg_train/seg_train/buildings/10029.jpg,
6272,buildings,seg_train/seg_train/buildings/19722.jpg,
6273,buildings,seg_train/seg_train/buildings/18279.jpg,
6274,buildings,seg_train/seg_train/buildings/10641.jpg,
6275,buildings,seg_train/seg_train/buildings/18072.jpg,
6276,buildings,seg_train/seg_train/buildings/10553.jpg,
6277,buildings,seg_train/seg_train/buildings/12135.jpg,
6278,buildings,seg_train/seg_train/buildings/11366.jpg,
6279,buildings,seg_train/seg_train/buildings/246.jpg,
6280,buildings,seg_train/seg_train/buildings/8746.jpg,
6281,buildings,seg_train/seg_train/buildings/16889.jpg,
6282,buildings,seg_train/seg_train/buildings/13609.jpg,
6283,buildings,seg_train/seg_train/buildings/703.jpg,
6284,buildings,seg_train/seg_train/buildings/1610.jpg,
6285,buildings,seg_train/seg_train/buildings/4042.jpg,
6286,buildings,seg_train/seg_train/buildings/8683.jpg,
6287,buildings,seg_train/seg_train/buildings/10754.jpg,
6288,buildings,seg_train/seg_train/buildings/3825.jpg,
6289,buildings,seg_train/seg_train/buildings/10978.jpg,
6290,buildings,seg_train/seg_train/buildings/9962.jpg,
6291,buildings,seg_train/seg_train/buildings/7084.jpg,
6292,buildings,seg_train/seg_train/buildings/1445.jpg,
6293,buildings,seg_train/seg_train/buildings/13452.jpg,
6294,buildings,seg_train/seg_train/buildings/3028.jpg,
6295,buildings,seg_train/seg_train/buildings/7891.jpg,
6296,buildings,seg_train/seg_train/buildings/8360.jpg,
6297,buildings,seg_train/seg_train/buildings/7010.jpg,
6298,buildings,seg_train/seg_train/buildings/5477.jpg,
6299,buildings,seg_train/seg_train/buildings/1560.jpg,
6300,buildings,seg_train/seg_train/buildings/9517.jpg,
6301,buildings,seg_train/seg_train/buildings/11305.jpg,
6302,buildings,seg_train/seg_train/buildings/1687.jpg,
6303,buildings,seg_train/seg_train/buildings/309.jpg,
6304,buildings,seg_train/seg_train/buildings/17898.jpg,
6305,buildings,seg_train/seg_train/buildings/16672.jpg,
6306,buildings,seg_train/seg_train/buildings/10911.jpg,
6307,buildings,seg_train/seg_train/buildings/7168.jpg,
6308,buildings,seg_train/seg_train/buildings/4233.jpg,
6309,buildings,seg_train/seg_train/buildings/16643.jpg,
6310,buildings,seg_train/seg_train/buildings/9019.jpg,
6311,buildings,seg_train/seg_train/buildings/9929.jpg,
6312,buildings,seg_train/seg_train/buildings/18720.jpg,
6313,buildings,seg_train/seg_train/buildings/19089.jpg,
6314,buildings,seg_train/seg_train/buildings/15078.jpg,
6315,buildings,seg_train/seg_train/buildings/18050.jpg,
6316,buildings,seg_train/seg_train/buildings/7846.jpg,
6317,buildings,seg_train/seg_train/buildings/6479.jpg,
6318,buildings,seg_train/seg_train/buildings/18237.jpg,
6319,buildings,seg_train/seg_train/buildings/7710.jpg,
6320,buildings,seg_train/seg_train/buildings/15061.jpg,
6321,buildings,seg_train/seg_train/buildings/19446.jpg,
6322,buildings,seg_train/seg_train/buildings/15871.jpg,
6323,buildings,seg_train/seg_train/buildings/6755.jpg,
6324,buildings,seg_train/seg_train/buildings/7638.jpg,
6325,buildings,seg_train/seg_train/buildings/15749.jpg,
6326,buildings,seg_train/seg_train/buildings/125.jpg,
6327,buildings,seg_train/seg_train/buildings/16786.jpg,
6328,buildings,seg_train/seg_train/buildings/6213.jpg,
6329,buildings,seg_train/seg_train/buildings/6075.jpg,
6330,buildings,seg_train/seg_train/buildings/15227.jpg,
6331,buildings,seg_train/seg_train/buildings/14212.jpg,
6332,buildings,seg_train/seg_train/buildings/7553.jpg,
6333,buildings,seg_train/seg_train/buildings/18991.jpg,
6334,buildings,seg_train/seg_train/buildings/1415.jpg,
6335,buildings,seg_train/seg_train/buildings/5791.jpg,
6336,buildings,seg_train/seg_train/buildings/16057.jpg,
6337,buildings,seg_train/seg_train/buildings/3931.jpg,
6338,buildings,seg_train/seg_train/buildings/7065.jpg,
6339,buildings,seg_train/seg_train/buildings/5638.jpg,
6340,buildings,seg_train/seg_train/buildings/14189.jpg,
6341,buildings,seg_train/seg_train/buildings/8602.jpg,
6342,buildings,seg_train/seg_train/buildings/8114.jpg,
6343,buildings,seg_train/seg_train/buildings/8475.jpg,
6344,buildings,seg_train/seg_train/buildings/3928.jpg,
6345,buildings,seg_train/seg_train/buildings/3743.jpg,
6346,buildings,seg_train/seg_train/buildings/4812.jpg,
6347,buildings,seg_train/seg_train/buildings/5343.jpg,
6348,buildings,seg_train/seg_train/buildings/14820.jpg,
6349,buildings,seg_train/seg_train/buildings/4141.jpg,
6350,buildings,seg_train/seg_train/buildings/11718.jpg,
6351,buildings,seg_train/seg_train/buildings/8878.jpg,
6352,buildings,seg_train/seg_train/buildings/12417.jpg,
6353,buildings,seg_train/seg_train/buildings/7531.jpg,
6354,buildings,seg_train/seg_train/buildings/18324.jpg,
6355,buildings,seg_train/seg_train/buildings/12391.jpg,
6356,buildings,seg_train/seg_train/buildings/8859.jpg,
6357,buildings,seg_train/seg_train/buildings/9353.jpg,
6358,buildings,seg_train/seg_train/buildings/5193.jpg,
6359,buildings,seg_train/seg_train/buildings/16569.jpg,
6360,buildings,seg_train/seg_train/buildings/263.jpg,
6361,buildings,seg_train/seg_train/buildings/9059.jpg,
6362,buildings,seg_train/seg_train/buildings/3328.jpg,
6363,buildings,seg_train/seg_train/buildings/2691.jpg,
6364,buildings,seg_train/seg_train/buildings/4294.jpg,
6365,buildings,seg_train/seg_train/buildings/14837.jpg,
6366,buildings,seg_train/seg_train/buildings/8914.jpg,
6367,buildings,seg_train/seg_train/buildings/4573.jpg,
6368,buildings,seg_train/seg_train/buildings/12060.jpg,
6369,buildings,seg_train/seg_train/buildings/6763.jpg,
6370,buildings,seg_train/seg_train/buildings/19228.jpg,
6371,buildings,seg_train/seg_train/buildings/13622.jpg,
6372,buildings,seg_train/seg_train/buildings/6436.jpg,
6373,buildings,seg_train/seg_train/buildings/10872.jpg,
6374,buildings,seg_train/seg_train/buildings/12265.jpg,
6375,buildings,seg_train/seg_train/buildings/9768.jpg,
6376,buildings,seg_train/seg_train/buildings/2808.jpg,
6377,buildings,seg_train/seg_train/buildings/8131.jpg,
6378,buildings,seg_train/seg_train/buildings/14439.jpg,
6379,buildings,seg_train/seg_train/buildings/11418.jpg,
6380,buildings,seg_train/seg_train/buildings/2705.jpg,
6381,buildings,seg_train/seg_train/buildings/15877.jpg,
6382,buildings,seg_train/seg_train/buildings/2264.jpg,
6383,buildings,seg_train/seg_train/buildings/9018.jpg,
6384,buildings,seg_train/seg_train/buildings/7570.jpg,
6385,buildings,seg_train/seg_train/buildings/6720.jpg,
6386,buildings,seg_train/seg_train/buildings/6673.jpg,
6387,buildings,seg_train/seg_train/buildings/14383.jpg,
6388,buildings,seg_train/seg_train/buildings/6524.jpg,
6389,buildings,seg_train/seg_train/buildings/1273.jpg,
6390,buildings,seg_train/seg_train/buildings/2418.jpg,
6391,buildings,seg_train/seg_train/buildings/18565.jpg,
6392,buildings,seg_train/seg_train/buildings/13357.jpg,
6393,buildings,seg_train/seg_train/buildings/5652.jpg,
6394,buildings,seg_train/seg_train/buildings/17830.jpg,
6395,buildings,seg_train/seg_train/buildings/7138.jpg,
6396,buildings,seg_train/seg_train/buildings/3263.jpg,
6397,buildings,seg_train/seg_train/buildings/15827.jpg,
6398,buildings,seg_train/seg_train/buildings/19674.jpg," The image shows the Brandenburg Gate in Berlin, Germany. It is a large, neoclassical monument that was built in the late 18th century. The gate is made of sandstone and is decorated with sculptures and reliefs. It is one of the most iconic landmarks in Berlin and is a popular tourist destination. (A)"
6399,buildings,seg_train/seg_train/buildings/2775.jpg,
6400,buildings,seg_train/seg_train/buildings/18331.jpg,
6401,buildings,seg_train/seg_train/buildings/18676.jpg,
6402,buildings,seg_train/seg_train/buildings/14854.jpg,
6403,buildings,seg_train/seg_train/buildings/13978.jpg,
6404,buildings,seg_train/seg_train/buildings/2961.jpg,
6405,buildings,seg_train/seg_train/buildings/18467.jpg,
6406,buildings,seg_train/seg_train/buildings/9127.jpg,
6407,buildings,seg_train/seg_train/buildings/19280.jpg,
6408,buildings,seg_train/seg_train/buildings/4631.jpg,
6409,buildings,seg_train/seg_train/buildings/10228.jpg,
6410,buildings,seg_train/seg_train/buildings/1204.jpg,
6411,buildings,seg_train/seg_train/buildings/12982.jpg,
6412,buildings,seg_train/seg_train/buildings/8382.jpg,
6413,buildings,seg_train/seg_train/buildings/10161.jpg,
6414,buildings,seg_train/seg_train/buildings/2263.jpg,
6415,buildings,seg_train/seg_train/buildings/6535.jpg,
6416,buildings,seg_train/seg_train/buildings/13916.jpg,
6417,buildings,seg_train/seg_train/buildings/9948.jpg,
6418,buildings,seg_train/seg_train/buildings/17161.jpg,
6419,buildings,seg_train/seg_train/buildings/6773.jpg,
6420,buildings,seg_train/seg_train/buildings/8241.jpg,
6421,buildings,seg_train/seg_train/buildings/3506.jpg,
6422,buildings,seg_train/seg_train/buildings/12766.jpg,
6423,buildings,seg_train/seg_train/buildings/2612.jpg,
6424,buildings,seg_train/seg_train/buildings/15674.jpg,
6425,buildings,seg_train/seg_train/buildings/14691.jpg,
6426,buildings,seg_train/seg_train/buildings/6271.jpg,
6427,buildings,seg_train/seg_train/buildings/11780.jpg,
6428,buildings,seg_train/seg_train/buildings/13640.jpg,
6429,buildings,seg_train/seg_train/buildings/2088.jpg,
6430,buildings,seg_train/seg_train/buildings/15042.jpg,
6431,buildings,seg_train/seg_train/buildings/18203.jpg,
6432,buildings,seg_train/seg_train/buildings/7501.jpg,
6433,buildings,seg_train/seg_train/buildings/10312.jpg,
6434,buildings,seg_train/seg_train/buildings/2319.jpg,
6435,buildings,seg_train/seg_train/buildings/6259.jpg,
6436,buildings,seg_train/seg_train/buildings/11302.jpg,
6437,buildings,seg_train/seg_train/buildings/13537.jpg,
6438,buildings,seg_train/seg_train/buildings/13315.jpg,
6439,buildings,seg_train/seg_train/buildings/749.jpg,
6440,buildings,seg_train/seg_train/buildings/11315.jpg,
6441,buildings,seg_train/seg_train/buildings/11605.jpg,
6442,buildings,seg_train/seg_train/buildings/16431.jpg,
6443,buildings,seg_train/seg_train/buildings/2636.jpg,
6444,buildings,seg_train/seg_train/buildings/11796.jpg,
6445,buildings,seg_train/seg_train/buildings/10251.jpg,
6446,buildings,seg_train/seg_train/buildings/6233.jpg,
6447,buildings,seg_train/seg_train/buildings/9498.jpg,
6448,buildings,seg_train/seg_train/buildings/18938.jpg,
6449,buildings,seg_train/seg_train/buildings/11855.jpg,
6450,buildings,seg_train/seg_train/buildings/8748.jpg,
6451,buildings,seg_train/seg_train/buildings/6201.jpg,
6452,buildings,seg_train/seg_train/buildings/3449.jpg,
6453,buildings,seg_train/seg_train/buildings/16912.jpg,
6454,buildings,seg_train/seg_train/buildings/9157.jpg,
6455,buildings,seg_train/seg_train/buildings/1718.jpg,
6456,buildings,seg_train/seg_train/buildings/4621.jpg,
6457,buildings,seg_train/seg_train/buildings/12050.jpg,
6458,buildings,seg_train/seg_train/buildings/2817.jpg,
6459,buildings,seg_train/seg_train/buildings/16931.jpg,
6460,buildings,seg_train/seg_train/buildings/17330.jpg,
6461,buildings,seg_train/seg_train/buildings/5820.jpg,
6462,buildings,seg_train/seg_train/buildings/10266.jpg,
6463,buildings,seg_train/seg_train/buildings/17296.jpg,
6464,buildings,seg_train/seg_train/buildings/9821.jpg,
6465,buildings,seg_train/seg_train/buildings/13371.jpg,
6466,buildings,seg_train/seg_train/buildings/12168.jpg,
6467,buildings,seg_train/seg_train/buildings/12451.jpg,
6468,buildings,seg_train/seg_train/buildings/17308.jpg,
6469,buildings,seg_train/seg_train/buildings/19447.jpg,
6470,buildings,seg_train/seg_train/buildings/10790.jpg,
6471,buildings,seg_train/seg_train/buildings/15404.jpg,
6472,buildings,seg_train/seg_train/buildings/14365.jpg,
6473,buildings,seg_train/seg_train/buildings/422.jpg,
6474,buildings,seg_train/seg_train/buildings/4797.jpg,
6475,buildings,seg_train/seg_train/buildings/14868.jpg,
6476,buildings,seg_train/seg_train/buildings/15796.jpg,
6477,buildings,seg_train/seg_train/buildings/10367.jpg,
6478,buildings,seg_train/seg_train/buildings/1979.jpg,
6479,buildings,seg_train/seg_train/buildings/8363.jpg,
6480,buildings,seg_train/seg_train/buildings/19455.jpg,
6481,buildings,seg_train/seg_train/buildings/4100.jpg,
6482,buildings,seg_train/seg_train/buildings/4916.jpg,
6483,buildings,seg_train/seg_train/buildings/8801.jpg,
6484,buildings,seg_train/seg_train/buildings/7509.jpg,
6485,buildings,seg_train/seg_train/buildings/13538.jpg,
6486,buildings,seg_train/seg_train/buildings/4630.jpg,
6487,buildings,seg_train/seg_train/buildings/16692.jpg,
6488,buildings,seg_train/seg_train/buildings/5614.jpg,
6489,buildings,seg_train/seg_train/buildings/2575.jpg,
6490,buildings,seg_train/seg_train/buildings/2747.jpg,
6491,buildings,seg_train/seg_train/buildings/12134.jpg,
6492,buildings,seg_train/seg_train/buildings/6305.jpg,
6493,buildings,seg_train/seg_train/buildings/9913.jpg,
6494,buildings,seg_train/seg_train/buildings/11259.jpg,
6495,buildings,seg_train/seg_train/buildings/8843.jpg,
6496,buildings,seg_train/seg_train/buildings/18993.jpg,
6497,buildings,seg_train/seg_train/buildings/15030.jpg,
6498,buildings,seg_train/seg_train/buildings/5955.jpg,
6499,buildings,seg_train/seg_train/buildings/1311.jpg,
6500,buildings,seg_train/seg_train/buildings/2332.jpg,
6501,buildings,seg_train/seg_train/buildings/18260.jpg,
6502,buildings,seg_train/seg_train/buildings/1760.jpg,
6503,buildings,seg_train/seg_train/buildings/4338.jpg,
6504,buildings,seg_train/seg_train/buildings/12719.jpg,
6505,buildings,seg_train/seg_train/buildings/11696.jpg,
6506,buildings,seg_train/seg_train/buildings/7593.jpg,
6507,buildings,seg_train/seg_train/buildings/4623.jpg,
6508,buildings,seg_train/seg_train/buildings/19416.jpg,
6509,buildings,seg_train/seg_train/buildings/8891.jpg,
6510,buildings,seg_train/seg_train/buildings/3297.jpg,
6511,buildings,seg_train/seg_train/buildings/2717.jpg,
6512,buildings,seg_train/seg_train/buildings/7118.jpg,
6513,buildings,seg_train/seg_train/buildings/6046.jpg,
6514,buildings,seg_train/seg_train/buildings/13463.jpg,
6515,buildings,seg_train/seg_train/buildings/5384.jpg,
6516,buildings,seg_train/seg_train/buildings/16733.jpg,
6517,buildings,seg_train/seg_train/buildings/4057.jpg,
6518,buildings,seg_train/seg_train/buildings/2948.jpg,
6519,buildings,seg_train/seg_train/buildings/3477.jpg,
6520,buildings,seg_train/seg_train/buildings/8912.jpg,
6521,buildings,seg_train/seg_train/buildings/1220.jpg,
6522,buildings,seg_train/seg_train/buildings/1231.jpg,
6523,buildings,seg_train/seg_train/buildings/13753.jpg,
6524,buildings,seg_train/seg_train/buildings/2176.jpg,
6525,buildings,seg_train/seg_train/buildings/14705.jpg,
6526,buildings,seg_train/seg_train/buildings/14456.jpg,
6527,buildings,seg_train/seg_train/buildings/2749.jpg,
6528,buildings,seg_train/seg_train/buildings/4332.jpg,
6529,buildings,seg_train/seg_train/buildings/869.jpg,
6530,buildings,seg_train/seg_train/buildings/1846.jpg,
6531,buildings,seg_train/seg_train/buildings/12741.jpg,
6532,buildings,seg_train/seg_train/buildings/2688.jpg,
6533,buildings,seg_train/seg_train/buildings/13540.jpg,
6534,buildings,seg_train/seg_train/buildings/12733.jpg,
6535,buildings,seg_train/seg_train/buildings/8964.jpg,
6536,buildings,seg_train/seg_train/buildings/15293.jpg,
6537,buildings,seg_train/seg_train/buildings/3596.jpg,
6538,buildings,seg_train/seg_train/buildings/3145.jpg,
6539,buildings,seg_train/seg_train/buildings/12555.jpg,
6540,buildings,seg_train/seg_train/buildings/3391.jpg,
6541,buildings,seg_train/seg_train/buildings/1656.jpg,
6542,buildings,seg_train/seg_train/buildings/2670.jpg,
6543,buildings,seg_train/seg_train/buildings/17451.jpg,
6544,buildings,seg_train/seg_train/buildings/15439.jpg,
6545,buildings,seg_train/seg_train/buildings/17503.jpg,
6546,buildings,seg_train/seg_train/buildings/9312.jpg,
6547,buildings,seg_train/seg_train/buildings/12400.jpg,
6548,buildings,seg_train/seg_train/buildings/11788.jpg,
6549,buildings,seg_train/seg_train/buildings/14894.jpg,
6550,buildings,seg_train/seg_train/buildings/13432.jpg,
6551,buildings,seg_train/seg_train/buildings/15596.jpg,
6552,buildings,seg_train/seg_train/buildings/318.jpg,
6553,buildings,seg_train/seg_train/buildings/15064.jpg,
6554,buildings,seg_train/seg_train/buildings/12396.jpg,
6555,buildings,seg_train/seg_train/buildings/4988.jpg,
6556,buildings,seg_train/seg_train/buildings/92.jpg,
6557,buildings,seg_train/seg_train/buildings/11993.jpg,
6558,buildings,seg_train/seg_train/buildings/18240.jpg,
6559,buildings,seg_train/seg_train/buildings/10014.jpg,
6560,buildings,seg_train/seg_train/buildings/3524.jpg,
6561,buildings,seg_train/seg_train/buildings/6394.jpg,
6562,buildings,seg_train/seg_train/buildings/14903.jpg,
6563,buildings,seg_train/seg_train/buildings/5188.jpg,
6564,buildings,seg_train/seg_train/buildings/8601.jpg,
6565,buildings,seg_train/seg_train/buildings/10018.jpg,
